edge_id,from_node,to_node,mode,layer,base_time_hours,base_cost_yuan_per_two,base_risk,source_id,distance_km,seasonal_sensitive,daily_departures,schedule_wait_hours,schedule_id,model_option_role,quality_flag,local_shuttle_raw_cost_yuan_per_two,local_shuttle_cost_floor_yuan_per_two,cost_floor_applied,amap_edge_type,od_quality_note
AR0112,AIR::乌鲁木齐市,AIR::阿勒泰市,air,air,3.833,1660.0,0.06,AIR_PUBLIC_SCHEDULE_SEED,,,1.0,1.0,CZ6845,,official_schedule_price_missing,,,,,
AR0112R,AIR::阿勒泰市,AIR::乌鲁木齐市,air,air,3.833,1660.0,0.06,AIR_PUBLIC_SCHEDULE_SEED,,,1.0,1.0,CZ6845,,official_schedule_price_missing,,,,,
BS0113,BUS::乌鲁木齐市,BUS::吐鲁番市,bus,bus,2.5,80.0,0.09,SOURCE_LOCAL_TRANSPORT_COST,,,3.0,0.8,,,,,,,,
BS0113R,BUS::吐鲁番市,BUS::乌鲁木齐市,bus,bus,2.5,80.0,0.09,SOURCE_LOCAL_TRANSPORT_COST,,,3.0,0.8,,,,,,,,
BS0114,BUS::乌鲁木齐市,BUS::伊宁市(伊犁),bus,bus,7.0,350.0,0.09,SOURCE_LOCAL_TRANSPORT_COST,,,3.0,0.8,,,,,,,,
BS0114R,BUS::伊宁市(伊犁),BUS::乌鲁木齐市,bus,bus,7.0,350.0,0.09,SOURCE_LOCAL_TRANSPORT_COST,,,3.0,0.8,,,,,,,,
BS0115,BUS::乌鲁木齐市,BUS::喀什市,bus,bus,18.0,660.0,0.09,SOURCE_LOCAL_TRANSPORT_COST,,,3.0,0.8,,,,,,,,
BS0115R,BUS::喀什市,BUS::乌鲁木齐市,bus,bus,18.0,660.0,0.09,SOURCE_LOCAL_TRANSPORT_COST,,,3.0,0.8,,,,,,,,
BS0116,BUS::吐鲁番市,BUS::库尔勒市,bus,bus,4.5,200.0,0.09,SOURCE_LOCAL_TRANSPORT_COST,,,3.0,0.8,,,,,,,,
BS0116R,BUS::库尔勒市,BUS::吐鲁番市,bus,bus,4.5,200.0,0.09,SOURCE_LOCAL_TRANSPORT_COST,,,3.0,0.8,,,,,,,,
BS0117,BUS::库尔勒市,BUS::若羌县(楼兰),bus,bus,6.0,250.0,0.09,SOURCE_LOCAL_TRANSPORT_COST,,,3.0,0.8,,,,,,,,
BS0117R,BUS::若羌县(楼兰),BUS::库尔勒市,bus,bus,6.0,250.0,0.09,SOURCE_LOCAL_TRANSPORT_COST,,,3.0,0.8,,,,,,,,
BS0118,BUS::伊宁市(伊犁),BUS::那拉提镇,bus,bus,3.0,150.0,0.09,SOURCE_LOCAL_TRANSPORT_COST,,,3.0,0.8,,,,,,,,
BS0118R,BUS::那拉提镇,BUS::伊宁市(伊犁),bus,bus,3.0,150.0,0.09,SOURCE_LOCAL_TRANSPORT_COST,,,3.0,0.8,,,,,,,,
SH0119,HUB::天池风景区,SPOT::P001,scenic_shuttle,scenic_access,0.15,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0119R,SPOT::P001,HUB::天池风景区,scenic_shuttle,scenic_access,0.15,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0120,HUB::达坂城镇,SPOT::P002,scenic_shuttle,scenic_access,1.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0120R,SPOT::P002,HUB::达坂城镇,scenic_shuttle,scenic_access,1.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0121,HUB::吐鲁番市,SPOT::P003,scenic_shuttle,scenic_access,1.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0121R,SPOT::P003,HUB::吐鲁番市,scenic_shuttle,scenic_access,1.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0122,HUB::吐鲁番市,SPOT::P004,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0122R,SPOT::P004,HUB::吐鲁番市,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0123,HUB::吐鲁番市,SPOT::P005,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0123R,SPOT::P005,HUB::吐鲁番市,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0124,HUB::吐鲁番市,SPOT::P006,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0124R,SPOT::P006,HUB::吐鲁番市,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0125,HUB::若羌县(楼兰),SPOT::P007,scenic_shuttle,scenic_access,5.5,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0125R,SPOT::P007,HUB::若羌县(楼兰),scenic_shuttle,scenic_access,5.5,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0126,HUB::赛里木湖,SPOT::P008,scenic_shuttle,scenic_access,0.15,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0126R,SPOT::P008,HUB::赛里木湖,scenic_shuttle,scenic_access,0.15,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0127,HUB::那拉提镇,SPOT::P009,scenic_shuttle,scenic_access,3.5,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0127R,SPOT::P009,HUB::那拉提镇,scenic_shuttle,scenic_access,3.5,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0128,HUB::特克斯县(八卦城),SPOT::P010,scenic_shuttle,scenic_access,2.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0128R,SPOT::P010,HUB::特克斯县(八卦城),scenic_shuttle,scenic_access,2.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0129,HUB::吐鲁番市,SPOT::P011,scenic_shuttle,scenic_access,1.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0129R,SPOT::P011,HUB::吐鲁番市,scenic_shuttle,scenic_access,1.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0130,HUB::吐鲁番市,SPOT::P012,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0130R,SPOT::P012,HUB::吐鲁番市,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0131,HUB::吐鲁番市,SPOT::P013,scenic_shuttle,scenic_access,1.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0131R,SPOT::P013,HUB::吐鲁番市,scenic_shuttle,scenic_access,1.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0132,HUB::霍城县(惠远古城),SPOT::P014,scenic_shuttle,scenic_access,1.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0132R,SPOT::P014,HUB::霍城县(惠远古城),scenic_shuttle,scenic_access,1.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0133,HUB::昭苏县(夏塔古道),SPOT::P015,scenic_shuttle,scenic_access,3.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0133R,SPOT::P015,HUB::昭苏县(夏塔古道),scenic_shuttle,scenic_access,3.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0134,HUB::昭苏县(夏塔古道),SPOT::P016,scenic_shuttle,scenic_access,1.5,80.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,80.0,15.0,False,,
SH0134R,SPOT::P016,HUB::昭苏县(夏塔古道),scenic_shuttle,scenic_access,1.5,80.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,80.0,15.0,False,,
SH0135,HUB::赛里木湖,SPOT::P017,scenic_shuttle,scenic_access,0.15,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0135R,SPOT::P017,HUB::赛里木湖,scenic_shuttle,scenic_access,0.15,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0136,HUB::禾木村,SPOT::P018,scenic_shuttle,scenic_access,0.15,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0136R,SPOT::P018,HUB::禾木村,scenic_shuttle,scenic_access,0.15,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0137,HUB::禾木村,SPOT::P019,scenic_shuttle,scenic_access,0.15,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0137R,SPOT::P019,HUB::禾木村,scenic_shuttle,scenic_access,0.15,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0138,HUB::白哈巴,SPOT::P020,scenic_shuttle,scenic_access,0.15,300.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,300.0,15.0,False,,
SH0138R,SPOT::P020,HUB::白哈巴,scenic_shuttle,scenic_access,0.15,300.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,300.0,15.0,False,,
SH0139,HUB::可可托海,SPOT::P021,scenic_shuttle,scenic_access,0.15,72.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,72.0,15.0,False,,
SH0139R,SPOT::P021,HUB::可可托海,scenic_shuttle,scenic_access,0.15,72.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,72.0,15.0,False,,
SH0140,HUB::禾木村,SPOT::P022,scenic_shuttle,scenic_access,0.15,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0140R,SPOT::P022,HUB::禾木村,scenic_shuttle,scenic_access,0.15,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0141,HUB::阿勒泰市,SPOT::P023,scenic_shuttle,scenic_access,1.5,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0141R,SPOT::P023,HUB::阿勒泰市,scenic_shuttle,scenic_access,1.5,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0142,HUB::喀什市,SPOT::P024,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0142R,SPOT::P024,HUB::喀什市,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0143,HUB::喀什市,SPOT::P025,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0143R,SPOT::P025,HUB::喀什市,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0144,HUB::喀什市,SPOT::P026,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0144R,SPOT::P026,HUB::喀什市,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0145,HUB::塔什库尔干县(帕米尔高原),SPOT::P027,scenic_shuttle,scenic_access,2.5,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0145R,SPOT::P027,HUB::塔什库尔干县(帕米尔高原),scenic_shuttle,scenic_access,2.5,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0146,HUB::塔什库尔干县(帕米尔高原),SPOT::P028,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0146R,SPOT::P028,HUB::塔什库尔干县(帕米尔高原),scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0147,HUB::库车市,SPOT::P029,scenic_shuttle,scenic_access,1.5,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0147R,SPOT::P029,HUB::库车市,scenic_shuttle,scenic_access,1.5,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0148,HUB::库车市,SPOT::P030,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0148R,SPOT::P030,HUB::库车市,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0149,HUB::库车市,SPOT::P031,scenic_shuttle,scenic_access,1.5,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0149R,SPOT::P031,HUB::库车市,scenic_shuttle,scenic_access,1.5,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0150,HUB::库尔勒市,SPOT::P032,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0150R,SPOT::P032,HUB::库尔勒市,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0151,HUB::巴音布鲁克,SPOT::P033,scenic_shuttle,scenic_access,0.15,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0151R,SPOT::P033,HUB::巴音布鲁克,scenic_shuttle,scenic_access,0.15,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0152,HUB::库尔勒市,SPOT::P034,scenic_shuttle,scenic_access,1.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0152R,SPOT::P034,HUB::库尔勒市,scenic_shuttle,scenic_access,1.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0153,HUB::乌鲁木齐市,SPOT::P035,scenic_shuttle,scenic_access,1.5,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0153R,SPOT::P035,HUB::乌鲁木齐市,scenic_shuttle,scenic_access,1.5,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0154,HUB::乌鲁木齐市,SPOT::P036,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0154R,SPOT::P036,HUB::乌鲁木齐市,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0155,HUB::和田市,SPOT::P037,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0155R,SPOT::P037,HUB::和田市,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0156,HUB::民丰县(尼雅遗址),SPOT::P038,scenic_shuttle,scenic_access,2.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0156R,SPOT::P038,HUB::民丰县(尼雅遗址),scenic_shuttle,scenic_access,2.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0157,HUB::和田市,SPOT::P039,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0157R,SPOT::P039,HUB::和田市,scenic_shuttle,scenic_access,0.3,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0158,HUB::喀什市,SPOT::P040,scenic_shuttle,scenic_access,2.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
SH0158R,SPOT::P040,HUB::喀什市,scenic_shuttle,scenic_access,2.0,15.0,0.04,SOURCE_LOCAL_SPOT_ACCESS,,,,,,,,0.0,15.0,True,,
AM0159,SPOT::P002,SPOT::P001,self_drive,road,1.921,92.74,0.096,AMAP_DISTANCE_API,168.627,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0160,SPOT::P003,SPOT::P001,self_drive,road,3.571,159.44,0.137,AMAP_DISTANCE_API,289.882,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0161,SPOT::P004,SPOT::P001,self_drive,road,3.245,147.52,0.129,AMAP_DISTANCE_API,268.224,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0162,SPOT::P005,SPOT::P001,self_drive,road,3.268,145.56,0.128,AMAP_DISTANCE_API,264.65,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0163,SPOT::P006,SPOT::P001,self_drive,road,3.483,149.86,0.131,AMAP_DISTANCE_API,272.477,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0164,SPOT::P007,SPOT::P001,self_drive,road,14.692,764.14,0.33,AMAP_DISTANCE_API,1389.354,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0165,SPOT::P008,SPOT::P001,self_drive,road,6.072,327.06,0.238,AMAP_DISTANCE_API,594.647,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0166,SPOT::P009,SPOT::P001,self_drive,road,8.189,290.63,0.256,AMAP_DISTANCE_API,528.415,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0167,SPOT::P010,SPOT::P001,self_drive,road,10.365,490.91,0.33,AMAP_DISTANCE_API,892.557,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0168,SPOT::P011,SPOT::P001,self_drive,road,3.956,165.15,0.14,AMAP_DISTANCE_API,300.273,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0169,SPOT::P012,SPOT::P001,self_drive,road,3.334,148.57,0.13,AMAP_DISTANCE_API,270.125,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0170,SPOT::P013,SPOT::P001,self_drive,road,3.907,169.98,0.143,AMAP_DISTANCE_API,309.055,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0171,SPOT::P014,SPOT::P001,self_drive,road,6.886,360.3,0.258,AMAP_DISTANCE_API,655.087,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0172,SPOT::P015,SPOT::P001,self_drive,road,12.305,512.1,0.33,AMAP_DISTANCE_API,931.092,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0173,SPOT::P016,SPOT::P001,self_drive,road,11.629,550.04,0.33,AMAP_DISTANCE_API,1000.066,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0174,SPOT::P017,SPOT::P001,self_drive,road,6.305,341.2,0.247,AMAP_DISTANCE_API,620.365,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0175,SPOT::P018,SPOT::P001,self_drive,road,8.502,378.22,0.309,AMAP_DISTANCE_API,687.676,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0176,SPOT::P019,SPOT::P001,self_drive,road,7.925,368.91,0.264,AMAP_DISTANCE_API,670.74,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0177,SPOT::P020,SPOT::P001,self_drive,road,7.799,362.22,0.26,AMAP_DISTANCE_API,658.587,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0178,SPOT::P021,SPOT::P001,self_drive,road,5.035,256.11,0.195,AMAP_DISTANCE_API,465.648,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0179,SPOT::P022,SPOT::P001,self_drive,road,5.676,296.52,0.22,AMAP_DISTANCE_API,539.13,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0180,SPOT::P023,SPOT::P001,self_drive,road,4.905,260.13,0.198,AMAP_DISTANCE_API,472.955,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0181,SPOT::P024,SPOT::P001,self_drive,road,14.643,763.45,0.33,AMAP_DISTANCE_API,1388.094,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0182,SPOT::P025,SPOT::P001,self_drive,road,14.626,763.11,0.33,AMAP_DISTANCE_API,1387.474,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0183,SPOT::P026,SPOT::P001,self_drive,road,14.523,762.8,0.33,AMAP_DISTANCE_API,1386.91,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0184,SPOT::P027,SPOT::P001,self_drive,road,17.407,864.42,0.33,AMAP_DISTANCE_API,1571.676,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0185,SPOT::P028,SPOT::P001,self_drive,road,18.734,919.39,0.33,AMAP_DISTANCE_API,1671.623,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0186,SPOT::P029,SPOT::P001,self_drive,road,9.936,362.2,0.3,AMAP_DISTANCE_API,658.543,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0187,SPOT::P030,SPOT::P001,self_drive,road,7.654,376.64,0.268,AMAP_DISTANCE_API,684.797,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0188,SPOT::P031,SPOT::P001,self_drive,road,8.68,407.09,0.327,AMAP_DISTANCE_API,740.171,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0189,SPOT::P032,SPOT::P001,self_drive,road,5.548,226.7,0.177,AMAP_DISTANCE_API,412.176,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0190,SPOT::P033,SPOT::P001,self_drive,road,6.659,257.87,0.196,AMAP_DISTANCE_API,468.854,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0191,SPOT::P034,SPOT::P001,self_drive,road,5.643,261.85,0.199,AMAP_DISTANCE_API,476.087,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0192,SPOT::P035,SPOT::P001,self_drive,road,1.957,94.59,0.097,AMAP_DISTANCE_API,171.989,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0193,SPOT::P036,SPOT::P001,self_drive,road,1.304,61.25,0.077,AMAP_DISTANCE_API,111.363,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0194,SPOT::P037,SPOT::P001,self_drive,road,15.943,732.61,0.33,AMAP_DISTANCE_API,1332.018,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0195,SPOT::P038,SPOT::P001,self_drive,road,13.274,572.94,0.33,AMAP_DISTANCE_API,1041.718,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0196,SPOT::P039,SPOT::P001,self_drive,road,16.018,733.38,0.33,AMAP_DISTANCE_API,1333.415,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0197,SPOT::P040,SPOT::P001,self_drive,road,16.121,817.1,0.33,AMAP_DISTANCE_API,1485.639,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0198,SPOT::P001,SPOT::P002,self_drive,road,2.131,93.7,0.097,AMAP_DISTANCE_API,170.367,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0199,SPOT::P003,SPOT::P002,self_drive,road,2.086,81.4,0.089,AMAP_DISTANCE_API,147.991,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0200,SPOT::P004,SPOT::P002,self_drive,road,1.772,69.48,0.082,AMAP_DISTANCE_API,126.333,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0201,SPOT::P005,SPOT::P002,self_drive,road,1.794,67.52,0.081,AMAP_DISTANCE_API,122.759,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0202,SPOT::P006,SPOT::P002,self_drive,road,1.992,71.82,0.084,AMAP_DISTANCE_API,130.586,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0203,SPOT::P007,SPOT::P002,self_drive,road,14.64,761.21,0.33,AMAP_DISTANCE_API,1384.027,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0204,SPOT::P008,SPOT::P002,self_drive,road,6.763,355.16,0.255,AMAP_DISTANCE_API,645.746,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0205,SPOT::P009,SPOT::P002,self_drive,road,8.134,287.7,0.254,AMAP_DISTANCE_API,523.088,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0206,SPOT::P010,SPOT::P002,self_drive,road,11.842,435.36,0.33,AMAP_DISTANCE_API,791.569,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0207,SPOT::P011,SPOT::P002,self_drive,road,2.477,87.11,0.093,AMAP_DISTANCE_API,158.382,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0208,SPOT::P012,SPOT::P002,self_drive,road,1.849,70.53,0.083,AMAP_DISTANCE_API,128.234,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0209,SPOT::P013,SPOT::P002,self_drive,road,2.424,91.94,0.096,AMAP_DISTANCE_API,167.164,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0210,SPOT::P014,SPOT::P002,self_drive,road,7.582,388.4,0.275,AMAP_DISTANCE_API,706.186,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0211,SPOT::P015,SPOT::P002,self_drive,road,13.936,456.56,0.33,AMAP_DISTANCE_API,830.104,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0212,SPOT::P016,SPOT::P002,self_drive,road,13.266,494.49,0.33,AMAP_DISTANCE_API,899.078,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0213,SPOT::P017,SPOT::P002,self_drive,road,6.996,369.31,0.264,AMAP_DISTANCE_API,671.464,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0214,SPOT::P018,SPOT::P002,self_drive,road,9.762,432.88,0.33,AMAP_DISTANCE_API,787.048,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0215,SPOT::P019,SPOT::P002,self_drive,road,9.203,423.56,0.33,AMAP_DISTANCE_API,770.112,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0216,SPOT::P020,SPOT::P002,self_drive,road,9.08,416.88,0.33,AMAP_DISTANCE_API,757.959,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0217,SPOT::P021,SPOT::P002,self_drive,road,6.848,344.57,0.249,AMAP_DISTANCE_API,626.484,False,,,,,,,,,spot_to_spot,amap_distance_api
