plan_id,gateway_policy,generation_method,include_special,covered_spots,target_spots,coverage_complete,missing_spots,duplicate_spots_count,year1_entry_gateway,year1_exit_gateway,year2_entry_gateway,year2_exit_gateway,year1_spots,year2_spots,year1_days,year2_days,max_year_days,year_day_difference,year1_transport_cost,year2_transport_cost,total_intra_transport_cost,total_travel_hours,total_service_hours,red_days,long_transfer_edges,time_window_violations,schedule_soft_feasible,schedule_strict_feasible,year1_route_sequence,year2_route_sequence,year1_spot_id_sequence,year2_spot_id_sequence,year1_mode_hours_mix,year2_mode_hours_mix,proved_optimal,solver_status,cost_calibration_version
Q2V3_050_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,19,19,18,17,18,1,3018.92,1696.14,4715.06,134.578,130.25,2,10,2,True,False,可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 吐峪沟麻扎村 -> 高昌故城,赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 葡萄沟 -> 火焰山 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P006 -> P005 -> P012 -> P013 -> P011,P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P030 -> P031 -> P034 -> P032 -> P004 -> P003 -> P002 -> P036 -> P035 -> P001,"{""charter_car"": 43.069, ""gateway_access"": 9.196, ""rental_car"": 17.546, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 4.932}","{""charter_car"": 6.468, ""gateway_access"": 6.868, ""rail"": 3.55, ""rental_car"": 36.272, ""scenic_shuttle"": 1.6, ""taxi_transfer"": 4.477}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_058_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,19,19,18,17,18,1,2835.62,1947.96,4783.58,133.47,130.25,2,11,2,True,False,高昌故城 -> 吐峪沟麻扎村 -> 坎儿井民俗园 -> 交河故城 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖,巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 达坂城古镇 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 天山天池,P011 -> P013 -> P005 -> P006 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008,P033 -> P029 -> P030 -> P031 -> P034 -> P032 -> P012 -> P004 -> P003 -> P002 -> P035 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P001,"{""charter_car"": 43.402, ""gateway_access"": 8.914, ""rental_car"": 21.207, ""scenic_shuttle"": 0.3, ""taxi_transfer"": 4.678}","{""gateway_access"": 7.129, ""rail"": 3.55, ""rental_car"": 36.812, ""scenic_shuttle"": 1.9, ""taxi_transfer"": 5.578}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_084_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,16,22,18,17,18,1,2781.09,2009.4,4790.49,134.776,130.25,2,12,2,True,False,赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 巴音布鲁克草原 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 那拉提草原,博斯腾湖 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 罗布人村寨 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 达坂城古镇 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 天山天池,P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P033 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P009,P032 -> P030 -> P031 -> P029 -> P034 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006 -> P002 -> P035 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P001,"{""charter_car"": 40.099, ""gateway_access"": 13.241, ""rental_car"": 22.65, ""scenic_shuttle"": 0.3, ""taxi_transfer"": 2.25}","{""charter_car"": 6.5, ""gateway_access"": 5.879, ""rail"": 3.55, ""rental_car"": 34.051, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 5.656}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_017_ROOTED_URUMQI,rooted_urumqi,grand_tour_split,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,15,23,12,23,23,11,1583.85,3211.12,4794.97,135.977,130.25,2,12,2,True,False,葡萄沟 -> 苏公塔 -> 达坂城古镇 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 罗布人村寨 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 坎儿井民俗园 -> 交河故城 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 天山天池,白哈巴村 -> 喀纳斯湖 -> 禾木村 -> 五彩滩 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 博斯腾湖,P004 -> P012 -> P002 -> P029 -> P031 -> P034 -> P013 -> P011 -> P003 -> P005 -> P006 -> P035 -> P036 -> P021 -> P001,P020 -> P018 -> P019 -> P022 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P030 -> P032,"{""charter_car"": 6.5, ""gateway_access"": 3.435, ""rail"": 16.5, ""rental_car"": 17.623, ""taxi_transfer"": 4.867}","{""charter_car"": 32.9, ""gateway_access"": 12.379, ""rail"": 3.55, ""rental_car"": 33.944, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 3.379}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_028_ROOTED_URUMQI,rooted_urumqi,grand_tour_split,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,21,17,16,19,19,3,1706.15,3141.89,4848.04,135.945,130.25,1,13,1,True,False,果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 巴音布鲁克草原,P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P029 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P036 -> P035 -> P001,P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P030 -> P033,"{""charter_car"": 6.468, ""gateway_access"": 7.168, ""rail"": 3.55, ""rental_car"": 35.948, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 5.184}","{""charter_car"": 32.511, ""gateway_access"": 12.005, ""rental_car"": 28.103, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 3.108}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_026_ROOTED_URUMQI,rooted_urumqi,grand_tour_split,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,20,18,17,18,18,1,1685.64,3182.3,4867.94,135.573,130.25,1,13,1,True,False,霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 巴音布鲁克草原 -> 那拉提草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 罗布人村寨,P014 -> P010 -> P015 -> P016 -> P033 -> P009 -> P029 -> P031 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P036 -> P035 -> P001,P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P030 -> P034,"{""charter_car"": 7.307, ""gateway_access"": 7.885, ""rail"": 3.55, ""rental_car"": 36.651, ""taxi_transfer"": 5.184}","{""charter_car"": 32.902, ""gateway_access"": 11.022, ""rail"": 3.55, ""rental_car"": 23.514, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 3.108}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_030_ROOTED_URUMQI,rooted_urumqi,grand_tour_split,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,21,17,17,18,18,1,1654.85,3215.47,4870.32,137.368,130.25,2,12,2,True,False,霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 果子沟大桥 -> 赛里木湖,P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P036 -> P035 -> P001,P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P030 -> P017 -> P008,"{""charter_car"": 6.468, ""gateway_access"": 7.885, ""rail"": 3.55, ""rental_car"": 34.45, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 5.184}","{""charter_car"": 45.115, ""gateway_access"": 11.862, ""rental_car"": 17.546, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 3.108}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_032_ROOTED_URUMQI,rooted_urumqi,grand_tour_split,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,21,17,16,18,18,2,1657.64,3220.28,4877.92,137.03,130.25,1,12,1,True,False,赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 那拉提草原 -> 果子沟大桥,P008 -> P014 -> P010 -> P015 -> P016 -> P033 -> P029 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P036 -> P035 -> P001,P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P030 -> P009 -> P017,"{""charter_car"": 7.307, ""gateway_access"": 6.868, ""rail"": 3.55, ""rental_car"": 32.196, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 6.339}","{""charter_car"": 41.413, ""gateway_access"": 12.049, ""rental_car"": 22.3, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 3.108}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_024_ROOTED_URUMQI,rooted_urumqi,grand_tour_split,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,21,17,17,18,18,1,1675.55,3206.87,4882.42,137.646,130.25,2,12,2,True,False,巴音布鲁克草原 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖,P033 -> P010 -> P015 -> P016 -> P009 -> P029 -> P030 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P036 -> P035 -> P001,P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P014 -> P017 -> P008,"{""charter_car"": 12.594, ""gateway_access"": 7.129, ""rail"": 3.55, ""rental_car"": 28.377, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 6.259}","{""charter_car"": 44.424, ""gateway_access"": 11.862, ""rental_car"": 17.546, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 3.705}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_044_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,17,21,18,17,18,1,2855.04,2056.03,4911.07,133.227,130.25,2,13,2,True,False,霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城,P014 -> P010 -> P015 -> P016 -> P009 -> P025 -> P024 -> P026 -> P028 -> P027 -> P040 -> P037 -> P039 -> P002 -> P036 -> P035 -> P001,P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P033 -> P029 -> P030 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P013 -> P011,"{""charter_car"": 42.473, ""gateway_access"": 7.885, ""rental_car"": 26.873, ""taxi_transfer"": 3.584}","{""charter_car"": 6.925, ""gateway_access"": 9.196, ""rail"": 3.55, ""rental_car"": 24.881, ""scenic_shuttle"": 2.2, ""taxi_transfer"": 5.66}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_048_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,20,18,17,18,18,1,2790.49,2150.48,4940.97,135.179,130.25,2,13,2,True,False,天山天池 -> 江布拉克草原 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 那拉提草原 -> 昭苏草原 -> 果子沟大桥,达坂城古镇 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 夏塔古道 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖,P001 -> P035 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P009 -> P015 -> P017,P002 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P014 -> P010 -> P016 -> P033 -> P029 -> P030 -> P031 -> P034 -> P032,"{""charter_car"": 50.026, ""gateway_access"": 7.053, ""rail"": 2.433, ""rental_car"": 10.464, ""taxi_transfer"": 4.498}","{""charter_car"": 7.307, ""gateway_access"": 6.372, ""rail"": 3.55, ""rental_car"": 36.991, ""scenic_shuttle"": 1.9, ""taxi_transfer"": 4.585}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_086_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,17,21,12,21,21,9,1392.5,3561.13,4953.63,122.274,130.25,1,10,1,True,False,赛里木湖 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 江布拉克草原 -> 天山天池,世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海 -> 北庭故城遗址 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆 -> 千里葡萄长廊 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥,P008 -> P033 -> P029 -> P030 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P035 -> P001,P023 -> P022 -> P019 -> P018 -> P020 -> P021 -> P036 -> P028 -> P027 -> P040 -> P025 -> P024 -> P026 -> P037 -> P039 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017,"{""charter_car"": 6.512, ""gateway_access"": 6.868, ""rail"": 3.55, ""rental_car"": 19.631, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 4.925}","{""air"": 4.583, ""charter_car"": 28.178, ""gateway_access"": 10.591, ""rental_car"": 31.831, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 3.705}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_052_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,20,18,19,14,19,5,3274.3,1738.52,5012.82,119.562,130.25,1,11,1,True,False,天山天池 -> 可可托海 -> 北庭故城遗址 -> 江布拉克草原 -> 达坂城古镇 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆 -> 千里葡萄长廊 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖,巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 博斯腾湖 -> 罗布人村寨 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村,P001 -> P021 -> P036 -> P035 -> P002 -> P028 -> P027 -> P040 -> P025 -> P024 -> P026 -> P037 -> P039 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008,P033 -> P029 -> P030 -> P031 -> P032 -> P034 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006 -> P023 -> P022 -> P019 -> P018 -> P020,"{""air"": 4.583, ""charter_car"": 21.128, ""gateway_access"": 6.866, ""rental_car"": 37.883, ""scenic_shuttle"": 0.3, ""taxi_transfer"": 4.181}","{""charter_car"": 13.487, ""gateway_access"": 13.455, ""rail"": 3.55, ""rental_car"": 6.551, ""scenic_shuttle"": 1.9, ""taxi_transfer"": 5.678}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_064_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,21,17,20,15,20,5,3529.09,1535.13,5064.22,139.646,130.25,2,11,2,True,False,火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 交河故城 -> 坎儿井民俗园 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 夏塔古道 -> 果子沟大桥 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海,赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 苏公塔 -> 葡萄沟 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,P003 -> P013 -> P011 -> P006 -> P005 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P016 -> P017 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021,P008 -> P014 -> P010 -> P015 -> P009 -> P033 -> P029 -> P030 -> P031 -> P034 -> P032 -> P012 -> P004 -> P002 -> P036 -> P035 -> P001,"{""charter_car"": 49.096, ""gateway_access"": 8.477, ""rental_car"": 21.678, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 5.44}","{""charter_car"": 7.238, ""gateway_access"": 6.868, ""rail"": 3.55, ""rental_car"": 30.04, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 5.359}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
